radonFile_index,state,state2,stfips,zip,region,typebldg,floor,room,basement,rep,stratum,wave,starttm,stoptm,startdt,stopdt,activity,pcterr,adjwt,dupflag,zipflag,cntyfips,county,fips,Uppm,county_code
5307,MN,MN,27,56308,5,1,0,4,Y,3,4,29,1030,1330,121687,121887,6.8,4.4,1214.922779,0,0,41,DOUGLAS,27041,1.16849,20
5308,MN,MN,27,56308,5,1,0,4,Y,1,4,42,930,930,11788,11988,6.4,4.3,1088.985661,0,0,41,DOUGLAS,27041,1.16849,20
5312,MN,MN,27,56332,5,1,0,4,Y,1,4,43,2200,1000,20288,21288,4.4,7.5,1088.985661,0,0,41,DOUGLAS,27041,1.16849,20
5313,MN,MN,27,56360,5,1,0,4,Y,3,4,48,800,800,20288,20288,2.7,9.4,1214.922779,0,0,41,DOUGLAS,27041,1.16849,20
5314,MN,MN,27,56013,4,1,0,4,Y,1,3,30,1500,1500,122087,122387,3.4,9,1024.442902,0,0,43,FARIBAULT,27043,1.34316,21
5316,MN,MN,27,56023,4,1,0,2,Y,2,3,40,900,900,11988,12188,2.3,11,921.864905,0,0,43,FARIBAULT,27043,1.34316,21
5317,MN,MN,27,56097,4,1,1,7,Y,1,3,28,2115,2116,121687,121987,1.3,10.4,1024.442902,0,0,43,FARIBAULT,27043,1.34316,21
5318,MN,MN,27,56097,4,1,0,0,Y,3,3,24,1830,1832,122687,122887,5.2,5.5,1071.318034,0,0,43,FARIBAULT,27043,1.34316,21
5321,MN,MN,27,55971,4,1,0,4,Y,1,3,24,2100,2200,121287,121587,3.2,8.8,1024.442902,0,0,45,FILLMORE,27045,1.51424,22
5322,MN,MN,27,56007,4,1,0,4,Y,4,3,37,2200,2200,11088,11288,3.2,7.3,990.411554,0,0,47,FREEBORN,27047,1.25133,23
5323,MN,MN,27,56007,4,1,0,7,Y,1,3,50,1100,0,21088,21288,9.6,10.8,1024.442902,0,0,47,FREEBORN,27047,1.25133,23
5324,MN,MN,27,56007,4,1,0,4,Y,5,3,50,500,500,20288,20288,4.2,6,893.23743,0,0,47,FREEBORN,27047,1.25133,23
5325,MN,MN,27,56007,4,1,0,2,Y,2,3,4,1135,1345,22688,22888,9,3.8,921.864905,0,0,47,FREEBORN,27047,1.25133,23
5326,MN,MN,27,56009,4,1,0,4,Y,1,3,36,2100,2200,122887,123087,6.3,6.3,1024.442902,0,0,47,FREEBORN,27047,1.25133,23
5328,MN,MN,27,56036,4,1,0,4,Y,2,3,44,900,1000,12388,12588,13.2,4.7,921.864905,0,0,47,FREEBORN,27047,1.25133,23
5329,MN,MN,27,56045,4,1,1,1,N,2,3,36,1300,1300,122787,122987,2.2,18.9,921.864905,0,0,47,FREEBORN,27047,1.25133,23
5331,MN,MN,27,55009,4,1,0,2,Y,3,3,31,900,1020,21188,21388,14.3,2.8,1071.318034,0,0,49,GOODHUE,27049,1.21727,24
5332,MN,MN,27,55009,4,1,1,3,N,2,3,36,1715,1732,122887,123087,6.9,5.6,921.864905,0,0,49,GOODHUE,27049,1.21727,24
5334,MN,MN,27,55041,4,1,1,3,Y,4,3,47,919,1000,20288,20288,9.8,3.7,990.411554,0,0,49,GOODHUE,27049,1.21727,24
5335,MN,MN,27,55066,4,1,0,4,Y,1,3,37,1100,1400,10188,11188,2.6,7.9,1024.442902,0,0,49,GOODHUE,27049,1.21727,24
5336,MN,MN,27,55066,4,1,0,4,Y,4,3,38,1400,1400,12788,12988,43.5,1.6,990.411554,2,0,49,GOODHUE,27049,1.21727,24
5337,MN,MN,27,55066,4,1,0,2,Y,3,3,48,1800,1800,20288,20288,4.9,9.3,1071.318034,0,0,49,GOODHUE,27049,1.21727,24
5338,MN,MN,27,55066,4,1,0,4,Y,5,3,1,1830,830,30388,30388,4.9,7.4,893.23743,0,0,49,GOODHUE,27049,1.21727,24
5339,MN,MN,27,55946,4,1,0,4,Y,5,3,43,2130,2330,12388,12588,3.5,7,893.23743,0,0,49,GOODHUE,27049,1.21727,24
5340,MN,MN,27,55963,4,1,0,2,Y,5,3,2,2100,700,22388,22688,4.8,5.7,893.23743,0,0,49,GOODHUE,27049,1.21727,24
5341,MN,MN,27,55983,4,1,0,4,Y,2,3,28,1235,1235,121687,121887,5.6,5.2,921.864905,0,0,49,GOODHUE,27049,1.21727,24
5342,MN,MN,27,55983,4,1,0,4,Y,1,3,38,2210,2210,11788,11988,3.5,7.2,1024.442902,0,0,49,GOODHUE,27049,1.21727,24
5343,MN,MN,27,55983,4,1,0,4,Y,4,3,45,2130,2130,20288,20288,3.9,8.6,990.411554,0,0,49,GOODHUE,27049,1.21727,24
5346,MN,MN,27,55316,3,1,0,2,Y,3,5,37,2105,2305,11088,11288,3.3,6.2,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25
5349,MN,MN,27,55331,3,2,0,4,Y,5,5,28,700,700,10188,10188,4,6,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25
5350,MN,MN,27,55331,3,1,0,5,Y,1,5,36,1630,1400,122687,122987,1.8,18.1,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25
5351,MN,MN,27,55331,3,1,0,4,Y,2,5,50,2010,2010,20288,20288,2.5,15,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25
5352,MN,MN,27,55343,3,1,0,4,Y,1,5,44,2100,2100,12088,12288,11.2,3.2,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25
5353,MN,MN,27,55344,3,1,0,2,Y,2,5,30,1800,1930,122087,122287,2.6,14.4,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25
5354,MN,MN,27,55344,3,2,0,2,Y,3,5,32,1800,2000,10188,11188,3.9,6.4,2119.396234,1,0,53,HENNEPIN,27053,0.907991,25
5355,MN,MN,27,55344,3,1,0,1,Y,1,5,21,600,600,10188,10188,7.4,3.9,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25
5356,MN,MN,27,55344,3,2,0,2,Y,4,5,22,830,1000,12988,13188,1.3,15.4,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25
5357,MN,MN,27,55344,3,1,0,4,Y,4,5,38,830,830,11888,12088,0.9,17.3,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25
5359,MN,MN,27,55356,3,1,1,2,Y,2,5,27,1800,1900,122687,122887,2.5,8,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25
5360,MN,MN,27,55357,3,1,0,4,Y,5,5,34,645,645,122887,123087,6,6.7,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25
5362,MN,MN,27,55369,3,1,0,4,Y,2,5,37,0,0,11088,11288,5.4,5.1,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25
5364,MN,MN,27,55369,3,1,0,2, ,2,5,47,1600,1900,32688,32888,2.9,8.8,2246.96884,1,0,53,HENNEPIN,27053,0.907991,25
5365,MN,MN,27,55369,3,1,0,4,Y,3,5,50,1300,1300,20288,21088,5.5,7.9,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25
5367,MN,MN,27,55403,3,2,0,4,Y,2,5,3,1730,1830,22888,30388,3.9,6.7,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25
5368,MN,MN,27,55405,3,1,0,4,Y,4,5,34,758,758,122687,122887,14.9,3,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25
5369,MN,MN,27,55406,3,1,0,4,Y,2,5,21,1600,1600,122487,122687,7.2,4,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25
5370,MN,MN,27,55406,3,1,0,4,Y,2,5,35,2230,2230,12488,12688,2.3,20.8,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25
5371,MN,MN,27,55407,3,1,1,3,Y,3,5,22,1100,1100,122187,122387,2.8,36.4,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25
5372,MN,MN,27,55409,3,1,0,4,Y,1,5,49,2030,2035,20288,20288,4.4,7.8,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25
5373,MN,MN,27,55409,3,1,0,4,Y,1,5,50,1830,1830,20288,20288,1.5,12.1,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25
5375,MN,MN,27,55410,3,1,0,7,Y,5,5,22,2100,2100,123087,10188,5.6,7.3,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25
5376,MN,MN,27,55410,3,1,0,4,Y,1,5,40,1500,1500,11988,12188,8.6,4.4,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25
5377,MN,MN,27,55411,3,1,0,2,Y,4,5,24,1100,2200,122787,122987,3.8,14.2,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25
5378,MN,MN,27,55412,3,1,0,4,Y,1,5,39,2100,2100,12388,12588,1.8,11.7,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25
5379,MN,MN,27,55413,3,1,0,4,Y,2,5,37,2000,2000,11088,11288,1.9,9.8,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25
5380,MN,MN,27,55413,3,1,0,7,Y,4,5,50,1700,2200,20288,20288,5.5,5,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25
5382,MN,MN,27,55414,3,2,1,3,N,1,5,3,1615,1630,31988,32188,0.8,20.9,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25
5383,MN,MN,27,55416,3,1,0,7,Y,1,5,23,1400,1700,121187,121387,2.1,10.4,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25
5384,MN,MN,27,55416,3,1,0,0,Y,5,5,49,2030,2030,40488,40488,2.8,7.6,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25
5385,MN,MN,27,55417,3,1,0,4,Y,3,5,27,1815,2015,121287,121487,3.9,6.5,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25
5386,MN,MN,27,55417,3,1,0,4,Y,5,5,36,940,958,123087,10188,4.3,8.5,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25
5387,MN,MN,27,55417,3,1,0,2,Y,3,5,2,600,600,30388,30388,4.7,6.2,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25
5390,MN,MN,27,55418,3,3,0,4,Y,1,5,35,900,900,22188,22388,1.6,11.8,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25
5391,MN,MN,27,55418,3,1,0,7,Y,1,5,25,1500,1500,122687,122887,4.3,6,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25
5392,MN,MN,27,55418,3,1,1,7,Y,5,5,50,1400,1600,20288,20288,0.7,62.2,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25
5393,MN,MN,27,55419,3,1,0,2,Y,2,5,23,1700,1702,121487,121687,5.5,6.8,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25
5394,MN,MN,27,55419,3,1,1,1,Y,2,5,27,1800,1800,122687,122887,3.3,13.9,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25
5395,MN,MN,27,55419,3,1,0,4,Y,5,5,37,900,905,11288,11488,5.5,6.2,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25
5396,MN,MN,27,55419,3,1,0,4,Y,3,5,47,730,730,20288,20288,2.5,18,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25
5397,MN,MN,27,55420,3,1,0,1,Y,3,5,23,1800,1345,121387,121687,2.7,10.8,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25
5398,MN,MN,27,55420,3,1,0,7,Y,2,5,41,2000,2000,12488,12688,8.4,3.8,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25
5399,MN,MN,27,55422,3,1,0,2,Y,2,5,28,2208,2208,12188,12388,3.3,8.5,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25
5400,MN,MN,27,55422,3,2,0,4,Y,4,5,43,1930,830,12088,12288,3.2,9.6,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25
5402,MN,MN,27,55423,3,1,0,2,Y,2,5,33,630,800,123087,10188,1.7,66.3,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25
5403,MN,MN,27,55423,3,1,0,4,Y,4,5,40,1000,1000,12388,12588,5.7,4.5,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25
5404,MN,MN,27,55423,3,1,0,4,Y,4,5,45,800,800,12788,12988,13,3.8,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25
5405,MN,MN,27,55423,3,1,0,4,Y,3,5,48,700,730,33188,40488,2.7,10.9,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25
5406,MN,MN,27,55424,3,1,0,4,Y,5,5,45,1900,1900,12688,12888,4.7,5.8,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25
5407,MN,MN,27,55426,3,1,0,4,Y,1,5,41,1000,1000,13088,20288,5.6,6.2,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25
5408,MN,MN,27,55426,3,1,0,4,Y,3,5,42,1245,700,41388,41588,13.8,7.4,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25
5409,MN,MN,27,55426,3,1,1,1,N,2,5,43,1250,1250,12688,12888,7.6,4.8,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25
5410,MN,MN,27,55427,3,1,0,0,Y,2,5,32,1245,1245,11588,11788,5.7,5.8,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25
5412,MN,MN,27,55427,3,1,0,4,Y,1,5,48,1700,1700,20288,20288,7.6,3.7,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25
5413,MN,MN,27,55428,3,1,0,2,Y,1,5,34,1430,1300,31188,31488,2.6,7,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25
5415,MN,MN,27,55428,3,1,0,2,Y,4,5,39,2200,2200,12688,12888,5.9,5.6,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25
5416,MN,MN,27,55428,3,1,0,2,Y,3,5,48,1300,1300,20288,20288,2.2,11.8,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25
5418,MN,MN,27,55429,3,1,0,4,Y,4,5,35,1845,1850,122987,123187,4,7.9,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25
5419,MN,MN,27,55430,3,0,0,0, ,3,5,21,1620,1807,120287,121087,4.6,9,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25
5420,MN,MN,27,55430,3,1,0,2,Y,3,5,38,1445,1505,11388,11588,4.6,6.9,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25
5421,MN,MN,27,55430,3,1,0,4,Y,2,5,43,1430,1430,11988,12188,10.9,4.1,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25
5422,MN,MN,27,55431,3,1,0,4,Y,3,5,29,2000,1430,123087,10188,7.6,3.9,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25
5424,MN,MN,27,55433,3,1,0,7,Y,2,5,22,1500,2200,121287,121487,1.5,13.2,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25
5425,MN,MN,27,55434,3,1,1,7,Y,4,5,48,700,700,20288,20288,1.6,13.6,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25
5426,MN,MN,27,55435,3,1,0,2,Y,4,5,23,1900,800,10188,10188,16.5,2.1,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25
5427,MN,MN,27,55435,3,1,0,2,Y,5,5,27,1900,1900,11088,11288,3.1,7.6,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25
5428,MN,MN,27,55436,3,1,0,2,Y,5,5,21,1900,1900,120287,121087,5.1,7.4,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25
5430,MN,MN,27,55436,3,0,0,0, ,4,5,42,2100,2200,11788,11988,6,7.1,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25
5431,MN,MN,27,55436,3,5,1,2,N,4,5,47,1745,1745,20288,20288,0.9,22.2,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25
5433,MN,MN,27,55437,3,1,0,4,Y,5,5,26,900,900,11188,11388,3.9,9.2,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25
5435,MN,MN,27,55437,3,2,1,7,Y,5,5,44,1500,1500,20288,20288,0.4,0,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25
5436,MN,MN,27,55437,3,1,0,2,Y,1,5,4,1100,1100,30388,30388,2.6,10.9,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25
5437,MN,MN,27,55441,3,1,0,2,Y,3,5,29,1750,1750,11088,11288,3.6,7.3,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25
5439,MN,MN,27,55441,3,1,0,4,Y,2,5,3,1800,1700,30388,31188,23.6,2.7,2246.96884,2,0,53,HENNEPIN,27053,0.907991,25
5440,MN,MN,27,55442,3,1,0,4,Y,1,5,26,1245,1345,121787,121987,3.9,8.7,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25
5441,MN,MN,27,55442,3,1,0,4,Y,5,5,49,735,740,20288,21088,2.9,7.6,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25
5442,MN,MN,27,55444,3,1,0,4,Y,4,5,31,1830,1845,121987,122187,3,14.2,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25
5443,MN,MN,27,55444,3,1,0,1,Y,3,5,34,1800,2035,122287,122487,4.7,10.3,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25
5444,MN,MN,27,55444,3,1,0,4,Y,1,5,36,1600,1600,122687,122887,3,8.2,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25
5445,MN,MN,27,55444,3,0,0,0, ,5,5,46,1900,1900,12688,12888,4.2,6.3,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25
5446,MN,MN,27,55447,3,1,0,2,Y,3,5,36,1440,1824,11088,11288,3.8,30.5,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25
5447,MN,MN,27,55447,3,1,0,4,Y,3,5,47,1830,1830,20288,20288,3,9.1,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25
5449,MN,MN,27,55447,3,5,1,0,N,2,5,4,2115,2115,22888,30388,2.9,7.8,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25
5450,MN,MN,27,55919,4,1,0,0,Y,3,3,25,925,925,121287,121487,3.4,7.8,1071.318034,0,0,55,HOUSTON,27055,1.65455,26
5451,MN,MN,27,55921,4,1,0,4,Y,4,3,28,1030,1025,123187,10188,8.5,3.9,990.411554,0,0,55,HOUSTON,27055,1.65455,26
5452,MN,MN,27,55921,4,1,0,2,Y,2,3,42,800,800,11788,11988,9,3.5,921.864905,0,0,55,HOUSTON,27055,1.65455,26
5453,MN,MN,27,55941,4,1,1,3,Y,5,3,46,800,845,20288,20288,4.8,5.1,893.23743,0,0,55,HOUSTON,27055,1.65455,26
5454,MN,MN,27,55947,4,1,0,2,Y,3,3,41,1830,1600,11688,11988,3.6,8.6,1071.318034,0,0,55,HOUSTON,27055,1.65455,26
5455,MN,MN,27,55974,4,1,1,3,Y,2,3,43,1000,1000,12688,12888,2.2,11,921.864905,0,0,55,HOUSTON,27055,1.65455,26
5456,MN,MN,27,56461,2,1,1,1,Y,4,3,35,700,700,11388,11588,2.8,10.8,990.411554,0,0,57,HUBBARD,27057,0.66992,27
5457,MN,MN,27,56467,2,1,1,1,Y,1,3,33,900,900,122087,122287,0.8,21.1,1024.442902,0,0,57,HUBBARD,27057,0.66992,27
5459,MN,MN,27,56633,2,1,0,4,Y,3,3,40,2230,2230,12388,12588,4.6,5.7,1071.318034,0,0,57,HUBBARD,27057,0.66992,27
5460,MN,MN,27,56633,2,1,1,2,N,2,3,47,1600,1600,20288,20288,3.7,7,921.864905,0,0,57,HUBBARD,27057,0.66992,27
5462,MN,MN,27,55008,5,1,0,4,Y,2,3,3,1730,1730,22388,22588,3,9.1,921.864905,0,0,59,ISANTI,27059,0.471483,28
5463,MN,MN,27,55371,5,1,0,4,Y,2,4,31,1000,1000,122687,122887,2.2,9.5,1146.49919,0,0,59,ISANTI,27059,0.471483,28
5464,MN,MN,27,55709,2,1,0,4,Y,4,3,26,2130,2245,121387,121587,1.9,18.1,990.411554,0,0,61,ITASCA,27061,0.515124,29
5465,MN,MN,27,55721,2,1,0,2,Y,4,3,46,1205,1250,20288,20288,2.6,37.8,990.411554,0,0,61,ITASCA,27061,0.515124,29
5466,MN,MN,27,55721,2,2,0,4,Y,5,3,4,645,645,30388,30388,1.8,11.6,893.23743,0,0,61,ITASCA,27061,0.515124,29
5467,MN,MN,27,55744,2,1,0,0,Y,4,3,23,828,836,121287,121487,2.4,10.1,990.411554,0,0,61,ITASCA,27061,0.515124,29
5468,MN,MN,27,55744,2,0,0,0, ,5,3,23,1700,2300,121587,121787,4.3,5.9,893.23743,0,0,61,ITASCA,27061,0.515124,29
5469,MN,MN,27,55744,2,1,0,2,Y,1,3,30,700,700,122287,122487,2.6,10,1024.442902,0,0,61,ITASCA,27061,0.515124,29
5470,MN,MN,27,55744,2,1,0,2,Y,2,3,36,2030,2230,122787,122987,1.1,25.5,921.864905,0,0,61,ITASCA,27061,0.515124,29
5471,MN,MN,27,55744,2,1,0,2,Y,2,3,1,2100,2100,22488,22688,3.3,8.3,921.864905,0,0,61,ITASCA,27061,0.515124,29
5472,MN,MN,27,55769,2,1,0,2,Y,2,3,44,1300,1300,12088,12288,2.5,9.7,921.864905,0,0,61,ITASCA,27061,0.515124,29
5473,MN,MN,27,55775,2,1,0,4,Y,4,3,28,2100,2100,121687,121887,9.4,3.9,990.411554,0,0,61,ITASCA,27061,0.515124,29
5474,MN,MN,27,56636,2,1,0,4,Y,5,3,30,1100,1100,22588,22788,1.3,14,893.23743,0,0,61,ITASCA,27061,0.515124,29
5475,MN,MN,27,56119,5,1,0,4,Y,2,4,49,1715,1447,21888,22188,8.4,3.6,1146.49919,0,0,63,JACKSON,27063,1.36209,30
5476,MN,MN,27,56137,5,1,0,4,Y,4,4,41,2000,2000,11888,12088,5,6.4,1177.377355,0,0,63,JACKSON,27063,1.36209,30
5477,MN,MN,27,56143,5,1,0,3,Y,3,4,22,900,900,121887,122187,2.9,7.6,1214.922779,0,0,63,JACKSON,27063,1.36209,30
5478,MN,MN,27,56143,5,1,0,4,Y,4,4,49,1600,1750,20288,20288,13.1,3.2,1177.377355,0,0,63,JACKSON,27063,1.36209,30
5479,MN,MN,27,56150,5,1,0,7,Y,1,4,33,1300,1300,122787,122987,15.3,3.9,1088.985661,0,0,63,JACKSON,27063,1.36209,30
5483,MN,MN,27,55051,5,1,0,0,Y,2,4,50,1300,1300,20288,20288,2.6,9,1146.49919,0,0,65,KANABEC,27065,0.948014,31
5484,MN,MN,27,56201,5,1,0,0,Y,4,4,28,930,930,122887,123087,11.3,4.2,1177.377355,0,0,67,KANDIYOHI,27067,1.11598,32
5485,MN,MN,27,56201,5,1,0,4,Y,1,4,35,2000,2000,41188,41488,4.1,6.5,1088.985661,0,0,67,KANDIYOHI,27067,1.11598,32
5486,MN,MN,27,56201,5,1,0,4, ,5,4,47,1615,1630,40488,40488,12.3,3.4,1105.956867,0,0,67,KANDIYOHI,27067,1.11598,32
5487,MN,MN,27,56201,5,1,0,4,Y,1,4,48,1835,1840,20288,20288,6.7,6.8,1088.985661,0,0,67,KANDIYOHI,27067,1.11598,32
5488,MN,MN,27,56733,2,1,0,4,Y,2,1,43,1800,1800,11988,12188,6.9,5,348.042925,0,0,69,KITTSON,27069,0.992227,33
5490,MN,MN,27,56743,2,1,1,2,N,4,1,29,1847,2230,121987,122187,0.9,36.2,464.057234,0,0,69,KITTSON,27069,0.992227,33
5491,MN,MN,27,56649,2,1,0,4,Y,5,2,26,2130,2235,121387,121587,1.7,19.4,471.366223,0,0,71,KOOCHICHING,27071,0.414025,34
5492,MN,MN,27,56649,2,1,0,4,Y,3,2,35,1540,700,10188,10188,1.4,16.6,433.316718,0,0,71,KOOCHICHING,27071,0.414025,34
5493,MN,MN,27,56649,2,1,1,3,N,1,2,30,700,700,122887,123087,2,16.4,485.435931,0,0,71,KOOCHICHING,27071,0.414025,34
5494,MN,MN,27,56649,2,1,1,3,N,4,2,1,1230,1230,22388,22588,1,25.2,461.274696,0,0,71,KOOCHICHING,27071,0.414025,34
5495,MN,MN,27,56653,2,1,0,2,Y,3,2,24,1630,1630,121687,121887,1,24.3,433.316718,0,0,71,KOOCHICHING,27071,0.414025,34
5496,MN,MN,27,56660,2,1,1,3,N,3,2,34,1000,1000,122287,122487,2.8,10,433.316718,0,0,71,KOOCHICHING,27071,0.414025,34
5497,MN,MN,27,56679,2,1,1,2,N,2,2,43,940,940,12788,12988,1.3,16.3,461.62367,0,0,71,KOOCHICHING,27071,0.414025,34
5498,MN,MN,27,56256,5,1,1,2,Y,5,4,31,930,930,122087,122287,11.3,3,1105.956867,0,0,73,LAC QUI PARLE,27073,1.36483,35
5499,MN,MN,27,56256,5,1,0,7,Y,4,4,42,1030,1100,21688,21888,16,3,1177.377355,0,0,73,LAC QUI PARLE,27073,1.36483,35
5500,MN,MN,27,55603,1,1,1,3,N,3,1,28,820,830,121387,121587,1.3,13.5,348.042925,0,0,75,LAKE,27075,0.500776,36
5501,MN,MN,27,55614,1,1,0,4,Y,3,1,30,730,730,122887,123087,1.3,21.4,348.042925,0,0,75,LAKE,27075,0.500776,36
5502,MN,MN,27,55616,1,1,0,4,Y,1,1,21,1800,1800,120287,121187,1.6,15.8,507.562599,0,0,75,LAKE,27075,0.500776,36
5503,MN,MN,27,55616,1,1,0,0,Y,2,1,24,1500,1500,121287,121487,0.9,40.7,348.042925,0,0,75,LAKE,27075,0.500776,36
5504,MN,MN,27,55616,1,1,0,4,Y,2,1,33,2030,2230,122687,122887,2.8,14.3,348.042925,0,0,75,LAKE,27075,0.500776,36
5506,MN,MN,27,55616,1,1,0,4,Y,1,1,22,1900,1900,122787,122987,1.5,20.6,507.562599,0,0,75,LAKE,27075,0.500776,36
5508,MN,MN,27,55616,1,1,0,4,Y,4,1,1,900,900,22488,22688,0.5,0,464.057234,0,0,75,LAKE,27075,0.500776,36
5509,MN,MN,27,56623,2,1,0,4,Y,5,1,31,1530,1530,10188,10188,10.1,4.5,348.042925,0,0,77,LAKE OF THE WOODS,27077,0.505752,37
5510,MN,MN,27,56623,2,1,1,4,Y,4,1,37,800,800,10188,10188,4.3,7.3,464.057234,0,0,77,LAKE OF THE WOODS,27077,0.505752,37
5512,MN,MN,27,56686,2,1,1,1,N,3,1,50,900,900,20288,20288,2.9,8.6,348.042925,0,0,77,LAKE OF THE WOODS,27077,0.505752,37
5513,MN,MN,27,56017,4,1,0,4,Y,1,3,47,1550,1556,20288,20288,12.5,3.5,1024.442902,0,0,79,LE SUEUR,27079,1.21464,38
5514,MN,MN,27,56028,4,1,1,1,Y,5,3,26,900,900,121587,121787,4.2,12.2,893.23743,0,0,79,LE SUEUR,27079,1.21464,38
5515,MN,MN,27,56069,4,1,0,2,Y,2,3,25,850,850,121387,121687,4.5,6.3,921.864905,0,0,79,LE SUEUR,27079,1.21464,38
5516,MN,MN,27,56069,4,1,0,0,Y,4,3,26,800,800,10188,10188,3.9,8.1,990.411554,0,0,79,LE SUEUR,27079,1.21464,38
5518,MN,MN,27,56136,5,1,0,4, ,4,4,23,1830,1900,122987,123187,17.5,6.2,1177.377355,0,0,81,LINCOLN,27081,1.56034,39
5519,MN,MN,27,56136,5,1,0,2,Y,1,4,44,1330,1330,12688,12888,10.6,4,1088.985661,0,0,81,LINCOLN,27081,1.56034,39
5521,MN,MN,27,56149,5,1,1,7,Y,3,4,40,1115,1115,11788,11988,3.5,11.6,1214.922779,0,0,81,LINCOLN,27081,1.56034,39
5522,MN,MN,27,56115,5,1,0,4,Y,1,4,23,1945,2230,21688,21888,6.5,7.4,1088.985661,0,0,83,LYON,27083,1.48399,40
5524,MN,MN,27,56175,5,1,0,7,Y,4,4,31,1100,1100,122387,122587,5.1,5.1,1177.377355,0,0,83,LYON,27083,1.48399,40
