d3mIndex,Company,Year,timeseries_file,Date,Close
1493,dac,2013,dac.2013.csv,2013-12-13,4.6
1494,dac,2013,dac.2013.csv,2013-12-16,4.63
1495,dac,2013,dac.2013.csv,2013-12-17,4.52
1496,dac,2013,dac.2013.csv,2013-12-18,4.86
1497,dac,2013,dac.2013.csv,2013-12-19,4.7
1498,dac,2013,dac.2013.csv,2013-12-20,4.79
1499,dac,2013,dac.2013.csv,2013-12-23,4.84
1500,dac,2013,dac.2013.csv,2013-12-24,4.85
1501,dac,2013,dac.2013.csv,2013-12-26,4.89
1502,dac,2013,dac.2013.csv,2013-12-27,4.9
1503,dac,2013,dac.2013.csv,2013-12-30,4.85
1504,dac,2014,dac.2014.csv,2014-11-03,5.83
1505,dac,2014,dac.2014.csv,2014-11-04,5.85
1506,dac,2014,dac.2014.csv,2014-11-05,6.21
1507,dac,2014,dac.2014.csv,2014-11-06,6.3
1508,dac,2014,dac.2014.csv,2014-11-07,6.3
1509,dac,2014,dac.2014.csv,2014-11-10,6.28
1510,dac,2014,dac.2014.csv,2014-11-11,6.15
1511,dac,2014,dac.2014.csv,2014-11-12,5.98
1512,dac,2014,dac.2014.csv,2014-11-13,5.9
1513,dac,2014,dac.2014.csv,2014-11-14,5.76
1514,dac,2014,dac.2014.csv,2014-11-17,5.77
1515,dac,2014,dac.2014.csv,2014-11-18,5.73
1516,dac,2014,dac.2014.csv,2014-11-19,5.81
1517,dac,2014,dac.2014.csv,2014-11-20,5.97
1518,dac,2014,dac.2014.csv,2014-11-21,5.97
1519,dac,2014,dac.2014.csv,2014-11-24,5.92
1520,dac,2014,dac.2014.csv,2014-11-25,5.99
1521,dac,2014,dac.2014.csv,2014-11-26,5.88
1522,dac,2014,dac.2014.csv,2014-11-28,5.74
1523,dac,2014,dac.2014.csv,2014-12-01,5.64
1524,dac,2014,dac.2014.csv,2014-12-02,5.65
1525,dac,2014,dac.2014.csv,2014-12-03,5.64
1526,dac,2014,dac.2014.csv,2014-12-04,5.69
1527,dac,2014,dac.2014.csv,2014-12-05,5.89
1528,dac,2014,dac.2014.csv,2014-12-08,5.74
1529,dac,2014,dac.2014.csv,2014-12-09,5.65
1530,dac,2014,dac.2014.csv,2014-12-10,5.54
1531,dac,2014,dac.2014.csv,2014-12-11,5.55
1532,dac,2014,dac.2014.csv,2014-12-12,5.25
1533,dac,2014,dac.2014.csv,2014-12-15,5.9
1534,dac,2014,dac.2014.csv,2014-12-16,5.75
1535,dac,2014,dac.2014.csv,2014-12-17,5.51
1536,dac,2014,dac.2014.csv,2014-12-18,5.57
1537,dac,2014,dac.2014.csv,2014-12-19,5.85
1538,dac,2014,dac.2014.csv,2014-12-22,5.69
1539,dac,2014,dac.2014.csv,2014-12-23,5.53
1540,dac,2014,dac.2014.csv,2014-12-24,5.5
1541,dac,2014,dac.2014.csv,2014-12-26,5.35
1542,dac,2014,dac.2014.csv,2014-12-29,5.43
1543,dac,2014,dac.2014.csv,2014-12-30,5.41
1544,dac,2015,dac.2015.csv,2015-11-02,6.18
1545,dac,2015,dac.2015.csv,2015-11-03,6.26
1546,dac,2015,dac.2015.csv,2015-11-04,6.07
1547,dac,2015,dac.2015.csv,2015-11-05,6.19
1548,dac,2015,dac.2015.csv,2015-11-06,6.21
1549,dac,2015,dac.2015.csv,2015-11-09,6.13
1550,dac,2015,dac.2015.csv,2015-11-10,6.04
1551,dac,2015,dac.2015.csv,2015-11-11,6.05
1552,dac,2015,dac.2015.csv,2015-11-12,6.08
1553,dac,2015,dac.2015.csv,2015-11-13,6.14
1554,dac,2015,dac.2015.csv,2015-11-16,6.18
1555,dac,2015,dac.2015.csv,2015-11-17,6.1
1556,dac,2015,dac.2015.csv,2015-11-18,6.14
1557,dac,2015,dac.2015.csv,2015-11-19,6.09
1558,dac,2015,dac.2015.csv,2015-11-20,6.06
1559,dac,2015,dac.2015.csv,2015-11-23,5.93
1560,dac,2015,dac.2015.csv,2015-11-24,5.86
1561,dac,2015,dac.2015.csv,2015-11-25,5.77
1562,dac,2015,dac.2015.csv,2015-11-27,6.04
1563,dac,2015,dac.2015.csv,2015-11-30,5.96
1564,dac,2015,dac.2015.csv,2015-12-01,5.89
1565,dac,2015,dac.2015.csv,2015-12-02,5.79
1566,dac,2015,dac.2015.csv,2015-12-03,5.76
1567,dac,2015,dac.2015.csv,2015-12-04,5.67
1568,dac,2015,dac.2015.csv,2015-12-07,5.54
1569,dac,2015,dac.2015.csv,2015-12-08,5.5
1570,dac,2015,dac.2015.csv,2015-12-09,5.46
1571,dac,2015,dac.2015.csv,2015-12-10,5.48
1572,dac,2015,dac.2015.csv,2015-12-11,5.53
1573,dac,2015,dac.2015.csv,2015-12-14,5.3
1574,dac,2015,dac.2015.csv,2015-12-15,5.23
1575,dac,2015,dac.2015.csv,2015-12-16,5.26
1576,dac,2015,dac.2015.csv,2015-12-17,5.29
1577,dac,2015,dac.2015.csv,2015-12-18,5.04
1578,dac,2015,dac.2015.csv,2015-12-21,5.05
1579,dac,2015,dac.2015.csv,2015-12-22,5.04
1580,dac,2015,dac.2015.csv,2015-12-23,5.06
1581,dac,2015,dac.2015.csv,2015-12-24,5.17
1582,dac,2015,dac.2015.csv,2015-12-28,4.94
1583,dac,2015,dac.2015.csv,2015-12-29,4.82
1584,dac,2015,dac.2015.csv,2015-12-30,5.54
1585,ebay,2016,ebay.2016.csv,2016-11-01,28.38
1586,ebay,2016,ebay.2016.csv,2016-11-02,28.26
1587,ebay,2016,ebay.2016.csv,2016-11-03,28.06
1588,ebay,2016,ebay.2016.csv,2016-11-04,27.95
1589,ebay,2016,ebay.2016.csv,2016-11-07,28.24
1590,ebay,2016,ebay.2016.csv,2016-11-08,28.03
1591,ebay,2016,ebay.2016.csv,2016-11-09,28.29
1592,ebay,2016,ebay.2016.csv,2016-11-10,28.16
1593,ebay,2016,ebay.2016.csv,2016-11-11,28.64
1594,ebay,2016,ebay.2016.csv,2016-11-14,27.89
1595,ebay,2016,ebay.2016.csv,2016-11-15,28.49
1596,ebay,2016,ebay.2016.csv,2016-11-16,28.33
1597,ebay,2016,ebay.2016.csv,2016-11-17,28.87
1598,ebay,2016,ebay.2016.csv,2016-11-18,28.69
1599,ebay,2016,ebay.2016.csv,2016-11-21,29.0
1600,ebay,2016,ebay.2016.csv,2016-11-22,29.06
1601,ebay,2016,ebay.2016.csv,2016-11-23,28.9
1602,ebay,2016,ebay.2016.csv,2016-11-25,28.95
1603,ebay,2016,ebay.2016.csv,2016-11-28,28.57
1604,ebay,2016,ebay.2016.csv,2016-11-29,28.51
1605,ebay,2016,ebay.2016.csv,2016-11-30,27.81
1606,ebay,2016,ebay.2016.csv,2016-12-01,27.39
1607,ebay,2016,ebay.2016.csv,2016-12-02,28.42
1608,ebay,2016,ebay.2016.csv,2016-12-05,28.35
1609,ebay,2016,ebay.2016.csv,2016-12-06,28.21
1610,ebay,2016,ebay.2016.csv,2016-12-07,28.91
1611,ebay,2016,ebay.2016.csv,2016-12-08,29.42
1612,ebay,2016,ebay.2016.csv,2016-12-09,29.97
1613,ebay,2016,ebay.2016.csv,2016-12-12,30.21
1614,ebay,2016,ebay.2016.csv,2016-12-13,29.82
1615,ebay,2016,ebay.2016.csv,2016-12-14,29.82
1616,ebay,2016,ebay.2016.csv,2016-12-15,29.73
1617,ebay,2016,ebay.2016.csv,2016-12-16,29.61
1618,ebay,2016,ebay.2016.csv,2016-12-19,29.38
1619,ebay,2016,ebay.2016.csv,2016-12-20,29.26
1620,ebay,2016,ebay.2016.csv,2016-12-21,29.36
1621,ebay,2016,ebay.2016.csv,2016-12-22,29.54
1622,ebay,2016,ebay.2016.csv,2016-12-23,29.79
1623,ebay,2016,ebay.2016.csv,2016-12-27,30.24
1624,ebay,2016,ebay.2016.csv,2016-12-28,30.01
1625,ebay,2016,ebay.2016.csv,2016-12-29,29.97
1626,ebay,2016,ebay.2016.csv,2016-12-30,29.69
1627,ebay,2017,ebay.2017.csv,2017-11-01,37.54
1628,ebay,2017,ebay.2017.csv,2017-11-02,37.4
1629,ebay,2017,ebay.2017.csv,2017-11-03,37.5
1630,ebay,2017,ebay.2017.csv,2017-11-06,37.37
1631,ebay,2017,ebay.2017.csv,2017-11-07,37.41
1632,ebay,2017,ebay.2017.csv,2017-11-08,37.01
1633,ebay,2017,ebay.2017.csv,2017-11-09,35.69
1634,ebay,2017,ebay.2017.csv,2017-11-10,35.96
1635,ebay,1999,ebay.1999.csv,1999-11-01,7.2054
1636,ebay,1999,ebay.1999.csv,1999-11-02,6.9066
1637,ebay,1999,ebay.1999.csv,1999-11-03,6.6835
1638,ebay,1999,ebay.1999.csv,1999-11-04,6.8392
1639,ebay,1999,ebay.1999.csv,1999-11-05,7.0118
1640,ebay,1999,ebay.1999.csv,1999-11-08,7.2054
1641,ebay,1999,ebay.1999.csv,1999-11-09,7.096
1642,ebay,1999,ebay.1999.csv,1999-11-10,7.0118
1643,ebay,1999,ebay.1999.csv,1999-11-11,7.0034
1644,ebay,1999,ebay.1999.csv,1999-11-12,7.2012
1645,ebay,1999,ebay.1999.csv,1999-11-15,7.4032
1646,ebay,1999,ebay.1999.csv,1999-11-17,7.4242
1647,ebay,1999,ebay.1999.csv,1999-11-18,8.0093
1648,ebay,1999,ebay.1999.csv,1999-11-19,7.681
1649,ebay,1999,ebay.1999.csv,1999-11-22,8.1187
1650,ebay,1999,ebay.1999.csv,1999-11-23,8.8173
1651,ebay,1999,ebay.1999.csv,1999-11-24,9.4444
1652,ebay,1999,ebay.1999.csv,1999-11-26,9.3224
1653,ebay,1999,ebay.1999.csv,1999-11-29,8.9226
1654,ebay,1999,ebay.1999.csv,1999-11-30,8.6869
1655,ebay,1999,ebay.1999.csv,1999-12-01,8.4175
1656,ebay,1999,ebay.1999.csv,1999-12-02,8.7921
1657,ebay,1999,ebay.1999.csv,1999-12-03,9.4024
1658,ebay,1999,ebay.1999.csv,1999-12-06,9.2887
1659,ebay,1999,ebay.1999.csv,1999-12-07,8.6153
1660,ebay,1999,ebay.1999.csv,1999-12-08,8.5438
1661,ebay,1999,ebay.1999.csv,1999-12-09,8.4512
1662,ebay,1999,ebay.1999.csv,1999-12-10,8.649
1663,ebay,1999,ebay.1999.csv,1999-12-13,8.4975
1664,ebay,1999,ebay.1999.csv,1999-12-14,7.9209
1665,ebay,1999,ebay.1999.csv,1999-12-15,7.6726
1666,ebay,1999,ebay.1999.csv,1999-12-16,7.8367
1667,ebay,1999,ebay.1999.csv,1999-12-17,7.9125
1668,ebay,1999,ebay.1999.csv,1999-12-20,7.8451
1669,ebay,1999,ebay.1999.csv,1999-12-21,7.5968
1670,ebay,1999,ebay.1999.csv,1999-12-22,7.8662
1671,ebay,1999,ebay.1999.csv,1999-12-23,7.4874
1672,ebay,1999,ebay.1999.csv,1999-12-27,7.0497
1673,ebay,1999,ebay.1999.csv,1999-12-28,7.3569
1674,ebay,1999,ebay.1999.csv,1999-12-29,7.5547
1675,ebay,1999,ebay.1999.csv,1999-12-30,7.1002
1676,ebay,2000,ebay.2000.csv,2000-11-01,5.686
1677,ebay,2000,ebay.2000.csv,2000-11-02,6.0438
1678,ebay,2000,ebay.2000.csv,2000-11-03,5.7702
1679,ebay,2000,ebay.2000.csv,2000-11-06,5.7239
1680,ebay,2000,ebay.2000.csv,2000-11-07,5.968
1681,ebay,2000,ebay.2000.csv,2000-11-08,5.4335
1682,ebay,2000,ebay.2000.csv,2000-11-09,5.1263
1683,ebay,2000,ebay.2000.csv,2000-11-10,4.8485
1684,ebay,2000,ebay.2000.csv,2000-11-13,4.5118
1685,ebay,2000,ebay.2000.csv,2000-11-14,5.021
1686,ebay,2000,ebay.2000.csv,2000-11-15,4.8232
1687,ebay,2000,ebay.2000.csv,2000-11-16,4.5118
1688,ebay,2000,ebay.2000.csv,2000-11-17,4.5707
1689,ebay,2000,ebay.2000.csv,2000-11-20,3.6279
1690,ebay,2000,ebay.2000.csv,2000-11-21,3.3207
1691,ebay,2000,ebay.2000.csv,2000-11-22,3.4596
1692,ebay,2000,ebay.2000.csv,2000-11-24,3.8847
1693,ebay,2000,ebay.2000.csv,2000-11-27,4.0194
1694,ebay,2000,ebay.2000.csv,2000-11-28,3.7921
1695,ebay,2000,ebay.2000.csv,2000-11-29,3.9099
1696,ebay,2000,ebay.2000.csv,2000-11-30,3.6111
1697,ebay,2000,ebay.2000.csv,2000-12-01,3.6574
1698,ebay,2000,ebay.2000.csv,2000-12-04,3.4007
1699,ebay,2000,ebay.2000.csv,2000-12-05,4.1582
1700,ebay,2000,ebay.2000.csv,2000-12-06,3.8215
1701,ebay,2000,ebay.2000.csv,2000-12-07,3.6827
1702,ebay,2000,ebay.2000.csv,2000-12-08,4.0657
1703,ebay,2000,ebay.2000.csv,2000-12-11,4.5791
1704,ebay,2000,ebay.2000.csv,2000-12-12,4.3056
1705,ebay,2000,ebay.2000.csv,2000-12-13,4.1288
1706,ebay,2000,ebay.2000.csv,2000-12-14,3.8931
1707,ebay,2000,ebay.2000.csv,2000-12-15,3.9983
1708,ebay,2000,ebay.2000.csv,2000-12-18,4.032
1709,ebay,2000,ebay.2000.csv,2000-12-19,3.4007
1710,ebay,2000,ebay.2000.csv,2000-12-20,2.9419
1711,ebay,2000,ebay.2000.csv,2000-12-21,2.9924
1712,ebay,2000,ebay.2000.csv,2000-12-22,3.6827
1713,ebay,2000,ebay.2000.csv,2000-12-26,3.6532
1714,ebay,2000,ebay.2000.csv,2000-12-27,3.7079
1715,ebay,2000,ebay.2000.csv,2000-12-28,3.9815
1716,ebay,2000,ebay.2000.csv,2000-12-29,3.4722
1717,ebay,2001,ebay.2001.csv,2001-11-01,5.6019
1718,ebay,2001,ebay.2001.csv,2001-11-02,5.4419
1719,ebay,2001,ebay.2001.csv,2001-11-05,5.665
1720,ebay,2001,ebay.2001.csv,2001-11-06,5.8586
1721,ebay,2001,ebay.2001.csv,2001-11-07,5.9554
1722,ebay,2001,ebay.2001.csv,2001-11-08,5.8249
1723,ebay,2001,ebay.2001.csv,2001-11-09,5.9933
1724,ebay,2001,ebay.2001.csv,2001-11-12,6.0648
1725,ebay,2001,ebay.2001.csv,2001-11-13,6.2963
1726,ebay,2001,ebay.2001.csv,2001-11-14,6.5404
1727,ebay,2001,ebay.2001.csv,2001-11-15,6.3215
1728,ebay,2001,ebay.2001.csv,2001-11-16,6.3131
1729,ebay,2001,ebay.2001.csv,2001-11-19,6.5362
1730,ebay,2001,ebay.2001.csv,2001-11-20,6.2205
1731,ebay,2001,ebay.2001.csv,2001-11-21,6.4015
1732,ebay,2001,ebay.2001.csv,2001-11-23,6.4773
1733,ebay,2001,ebay.2001.csv,2001-11-26,6.8561
1734,ebay,2001,ebay.2001.csv,2001-11-27,6.8182
1735,ebay,2001,ebay.2001.csv,2001-11-28,6.8476
1736,ebay,2001,ebay.2001.csv,2001-11-29,6.9697
1737,ebay,2001,ebay.2001.csv,2001-11-30,7.1633
1738,ebay,2001,ebay.2001.csv,2001-12-03,7.0581
1739,ebay,2001,ebay.2001.csv,2001-12-04,7.3653
1740,ebay,2001,ebay.2001.csv,2001-12-05,7.2601
1741,ebay,2001,ebay.2001.csv,2001-12-06,7.3822
1742,ebay,2001,ebay.2001.csv,2001-12-07,7.1507
1743,ebay,2001,ebay.2001.csv,2001-12-10,7.0497
1744,ebay,2001,ebay.2001.csv,2001-12-11,7.3737
1745,ebay,2001,ebay.2001.csv,2001-12-12,7.3148
1746,ebay,2001,ebay.2001.csv,2001-12-13,6.9613
1747,ebay,2001,ebay.2001.csv,2001-12-14,7.0076
1748,ebay,2001,ebay.2001.csv,2001-12-17,7.2896
1749,ebay,2001,ebay.2001.csv,2001-12-18,7.0286
1750,ebay,2001,ebay.2001.csv,2001-12-19,6.9655
1751,ebay,2001,ebay.2001.csv,2001-12-20,6.6919
1752,ebay,2001,ebay.2001.csv,2001-12-21,6.8392
1753,ebay,2001,ebay.2001.csv,2001-12-24,6.7172
1754,ebay,2001,ebay.2001.csv,2001-12-26,6.9823
1755,ebay,2001,ebay.2001.csv,2001-12-27,6.9655
1756,ebay,2001,ebay.2001.csv,2001-12-28,7.1549
1757,ebay,2002,ebay.2002.csv,2002-11-01,6.8182
1758,ebay,2002,ebay.2002.csv,2002-11-04,6.8308
1759,ebay,2002,ebay.2002.csv,2002-11-05,6.9571
1760,ebay,2002,ebay.2002.csv,2002-11-06,6.9444
1761,ebay,2002,ebay.2002.csv,2002-11-07,6.6961
1762,ebay,2002,ebay.2002.csv,2002-11-08,6.7172
1763,ebay,2002,ebay.2002.csv,2002-11-11,6.5109
1764,ebay,2002,ebay.2002.csv,2002-11-12,6.6077
1765,ebay,2002,ebay.2002.csv,2002-11-13,6.6456
1766,ebay,2002,ebay.2002.csv,2002-11-14,6.8561
1767,ebay,2002,ebay.2002.csv,2002-11-15,6.9444
1768,ebay,2002,ebay.2002.csv,2002-11-18,7.117000000000001
1769,ebay,2002,ebay.2002.csv,2002-11-19,6.8561
1770,ebay,2002,ebay.2002.csv,2002-11-20,7.0875
1771,ebay,2002,ebay.2002.csv,2002-11-21,7.2769
1772,ebay,2002,ebay.2002.csv,2002-11-22,7.3737
1773,ebay,2002,ebay.2002.csv,2002-11-25,7.2601
1774,ebay,2002,ebay.2002.csv,2002-11-26,7.1086
1775,ebay,2002,ebay.2002.csv,2002-11-27,7.3274
1776,ebay,2002,ebay.2002.csv,2002-11-29,7.2517
1777,ebay,2002,ebay.2002.csv,2002-12-02,7.4453
1778,ebay,2002,ebay.2002.csv,2002-12-03,7.2517
1779,ebay,2002,ebay.2002.csv,2002-12-04,7.1843
1780,ebay,2002,ebay.2002.csv,2002-12-05,7.138
1781,ebay,2002,ebay.2002.csv,2002-12-06,7.2138
1782,ebay,2002,ebay.2002.csv,2002-12-09,7.1002
1783,ebay,2002,ebay.2002.csv,2002-12-10,7.1759
1784,ebay,2002,ebay.2002.csv,2002-12-11,7.1128
1785,ebay,2002,ebay.2002.csv,2002-12-12,7.2306
1786,ebay,2002,ebay.2002.csv,2002-12-13,7.096
1787,ebay,2002,ebay.2002.csv,2002-12-16,7.2896
1788,ebay,2002,ebay.2002.csv,2002-12-17,7.3737
1789,ebay,2002,ebay.2002.csv,2002-12-18,7.297999999999999
1790,ebay,2002,ebay.2002.csv,2002-12-19,7.2306
1791,ebay,2002,ebay.2002.csv,2002-12-20,7.3485
1792,ebay,2002,ebay.2002.csv,2002-12-23,7.3737
1793,ebay,2002,ebay.2002.csv,2002-12-24,7.3359
1794,ebay,2002,ebay.2002.csv,2002-12-26,7.117000000000001
1795,ebay,2002,ebay.2002.csv,2002-12-27,7.0539
1796,ebay,2002,ebay.2002.csv,2002-12-30,7.1338
1797,ebay,2003,ebay.2003.csv,2003-11-03,12.1
1798,ebay,2003,ebay.2003.csv,2003-11-04,12.155
1799,ebay,2003,ebay.2003.csv,2003-11-05,12.058
1800,ebay,2003,ebay.2003.csv,2003-11-06,11.767999999999999
1801,ebay,2003,ebay.2003.csv,2003-11-07,11.814
1802,ebay,2003,ebay.2003.csv,2003-11-10,11.515
1803,ebay,2003,ebay.2003.csv,2003-11-11,11.392999999999999
1804,ebay,2003,ebay.2003.csv,2003-11-12,11.679
1805,ebay,2003,ebay.2003.csv,2003-11-13,11.831
1806,ebay,2003,ebay.2003.csv,2003-11-14,11.444
1807,ebay,2003,ebay.2003.csv,2003-11-17,11.212
1808,ebay,2003,ebay.2003.csv,2003-11-18,10.765999999999998
1809,ebay,2003,ebay.2003.csv,2003-11-19,11.162
1810,ebay,2003,ebay.2003.csv,2003-11-20,10.950999999999999
1811,ebay,2003,ebay.2003.csv,2003-11-21,10.934000000000001
1812,ebay,2003,ebay.2003.csv,2003-11-24,11.477
1813,ebay,2003,ebay.2003.csv,2003-11-25,11.633
1814,ebay,2003,ebay.2003.csv,2003-11-26,11.7
1815,ebay,2003,ebay.2003.csv,2003-11-28,11.763
1816,ebay,2003,ebay.2003.csv,2003-12-01,11.974
1817,ebay,2003,ebay.2003.csv,2003-12-02,11.880999999999998
1818,ebay,2003,ebay.2003.csv,2003-12-03,11.625
1819,ebay,2003,ebay.2003.csv,2003-12-04,11.763
1820,ebay,2003,ebay.2003.csv,2003-12-05,11.763
1821,ebay,2003,ebay.2003.csv,2003-12-08,11.725999999999999
1822,ebay,2003,ebay.2003.csv,2003-12-09,11.545
1823,ebay,2003,ebay.2003.csv,2003-12-10,11.658
1824,ebay,2003,ebay.2003.csv,2003-12-11,12.079
1825,ebay,2003,ebay.2003.csv,2003-12-12,12.138
1826,ebay,2003,ebay.2003.csv,2003-12-15,12.054
1827,ebay,2003,ebay.2003.csv,2003-12-16,12.120999999999999
1828,ebay,2003,ebay.2003.csv,2003-12-17,12.054
1829,ebay,2003,ebay.2003.csv,2003-12-18,12.626
1830,ebay,2003,ebay.2003.csv,2003-12-19,12.912
1831,ebay,2003,ebay.2003.csv,2003-12-22,13.19
1832,ebay,2003,ebay.2003.csv,2003-12-23,13.413
1833,ebay,2003,ebay.2003.csv,2003-12-24,13.472000000000001
1834,ebay,2003,ebay.2003.csv,2003-12-26,13.342
1835,ebay,2003,ebay.2003.csv,2003-12-29,13.502
1836,ebay,2003,ebay.2003.csv,2003-12-30,13.527000000000001
1837,ebay,2004,ebay.2004.csv,2004-11-01,20.892
1838,ebay,2004,ebay.2004.csv,2004-11-02,21.183000000000003
1839,ebay,2004,ebay.2004.csv,2004-11-03,20.884
1840,ebay,2004,ebay.2004.csv,2004-11-04,21.229
1841,ebay,2004,ebay.2004.csv,2004-11-05,20.976
1842,ebay,2004,ebay.2004.csv,2004-11-08,21.818
1843,ebay,2004,ebay.2004.csv,2004-11-09,21.982
1844,ebay,2004,ebay.2004.csv,2004-11-10,21.851999999999997
1845,ebay,2004,ebay.2004.csv,2004-11-11,22.694000000000003
1846,ebay,2004,ebay.2004.csv,2004-11-12,23.127
1847,ebay,2004,ebay.2004.csv,2004-11-15,23.026
1848,ebay,2004,ebay.2004.csv,2004-11-16,22.71
1849,ebay,2004,ebay.2004.csv,2004-11-17,23.018
1850,ebay,2004,ebay.2004.csv,2004-11-18,23.253
1851,ebay,2004,ebay.2004.csv,2004-11-19,22.799
1852,ebay,2004,ebay.2004.csv,2004-11-22,23.039
1853,ebay,2004,ebay.2004.csv,2004-11-23,23.051
1854,ebay,2004,ebay.2004.csv,2004-11-24,23.506
1855,ebay,2004,ebay.2004.csv,2004-11-26,23.464000000000002
1856,ebay,2004,ebay.2004.csv,2004-11-29,23.708000000000002
1857,ebay,2004,ebay.2004.csv,2004-11-30,23.631999999999998
1858,ebay,2004,ebay.2004.csv,2004-12-01,23.948
1859,ebay,2004,ebay.2004.csv,2004-12-02,24.616999999999997
1860,ebay,2004,ebay.2004.csv,2004-12-03,24.495
1861,ebay,2004,ebay.2004.csv,2004-12-06,24.482
1862,ebay,2004,ebay.2004.csv,2004-12-07,23.973000000000003
1863,ebay,2004,ebay.2004.csv,2004-12-08,24.116
1864,ebay,2004,ebay.2004.csv,2004-12-09,24.456999999999997
1865,ebay,2004,ebay.2004.csv,2004-12-10,24.074
1866,ebay,2004,ebay.2004.csv,2004-12-13,24.410999999999998
1867,ebay,2004,ebay.2004.csv,2004-12-14,24.453000000000003
1868,ebay,2004,ebay.2004.csv,2004-12-15,24.705
1869,ebay,2004,ebay.2004.csv,2004-12-16,24.348000000000003
1870,ebay,2004,ebay.2004.csv,2004-12-17,24.15
1871,ebay,2004,ebay.2004.csv,2004-12-20,24.129
1872,ebay,2004,ebay.2004.csv,2004-12-21,23.927
1873,ebay,2004,ebay.2004.csv,2004-12-22,23.868000000000002
1874,ebay,2004,ebay.2004.csv,2004-12-23,23.851
1875,ebay,2004,ebay.2004.csv,2004-12-27,23.75
1876,ebay,2004,ebay.2004.csv,2004-12-28,24.444000000000003
1877,ebay,2004,ebay.2004.csv,2004-12-29,24.739
1878,ebay,2004,ebay.2004.csv,2004-12-30,24.781
1879,ebay,2005,ebay.2005.csv,2005-11-01,16.949
1880,ebay,2005,ebay.2005.csv,2005-11-02,17.29
1881,ebay,2005,ebay.2005.csv,2005-11-03,17.487000000000002
1882,ebay,2005,ebay.2005.csv,2005-11-04,17.5
1883,ebay,2005,ebay.2005.csv,2005-11-07,17.622
1884,ebay,2005,ebay.2005.csv,2005-11-08,17.803
1885,ebay,2005,ebay.2005.csv,2005-11-09,17.71
1886,ebay,2005,ebay.2005.csv,2005-11-10,18.227999999999998
1887,ebay,2005,ebay.2005.csv,2005-11-11,18.472
1888,ebay,2005,ebay.2005.csv,2005-11-14,18.320999999999998
1889,ebay,2005,ebay.2005.csv,2005-11-15,18.119
1890,ebay,2005,ebay.2005.csv,2005-11-16,17.904
1891,ebay,2005,ebay.2005.csv,2005-11-17,18.434
1892,ebay,2005,ebay.2005.csv,2005-11-18,18.801
1893,ebay,2005,ebay.2005.csv,2005-11-21,19.44
1894,ebay,2005,ebay.2005.csv,2005-11-22,19.676
1895,ebay,2005,ebay.2005.csv,2005-11-23,19.63
1896,ebay,2005,ebay.2005.csv,2005-11-25,19.659000000000002
1897,ebay,2005,ebay.2005.csv,2005-11-28,19.095
1898,ebay,2005,ebay.2005.csv,2005-11-29,18.729
1899,ebay,2005,ebay.2005.csv,2005-11-30,18.859
1900,ebay,2005,ebay.2005.csv,2005-12-01,18.923
1901,ebay,2005,ebay.2005.csv,2005-12-02,19.019000000000002
1902,ebay,2005,ebay.2005.csv,2005-12-05,19.024
1903,ebay,2005,ebay.2005.csv,2005-12-06,18.809
1904,ebay,2005,ebay.2005.csv,2005-12-07,18.657
1905,ebay,2005,ebay.2005.csv,2005-12-08,18.295
1906,ebay,2005,ebay.2005.csv,2005-12-09,18.274
1907,ebay,2005,ebay.2005.csv,2005-12-12,18.699
1908,ebay,2005,ebay.2005.csv,2005-12-13,19.090999999999998
1909,ebay,2005,ebay.2005.csv,2005-12-14,19.061
1910,ebay,2005,ebay.2005.csv,2005-12-15,19.369
1911,ebay,2005,ebay.2005.csv,2005-12-16,19.335
1912,ebay,2005,ebay.2005.csv,2005-12-19,18.779
1913,ebay,2005,ebay.2005.csv,2005-12-20,18.577
1914,ebay,2005,ebay.2005.csv,2005-12-21,18.641
1915,ebay,2005,ebay.2005.csv,2005-12-22,18.636
1916,ebay,2005,ebay.2005.csv,2005-12-23,18.775
1917,ebay,2005,ebay.2005.csv,2005-12-27,18.413
1918,ebay,2005,ebay.2005.csv,2005-12-28,18.674
1919,ebay,2005,ebay.2005.csv,2005-12-29,18.413
1920,ebay,2005,ebay.2005.csv,2005-12-30,18.19
1921,ebay,2006,ebay.2006.csv,2006-11-01,13.228
1922,ebay,2006,ebay.2006.csv,2006-11-02,13.695
1923,ebay,2006,ebay.2006.csv,2006-11-03,13.632
1924,ebay,2006,ebay.2006.csv,2006-11-06,13.784
1925,ebay,2006,ebay.2006.csv,2006-11-07,13.699000000000002
1926,ebay,2006,ebay.2006.csv,2006-11-08,13.812999999999999
1927,ebay,2006,ebay.2006.csv,2006-11-09,13.594000000000001
1928,ebay,2006,ebay.2006.csv,2006-11-10,13.809000000000001
1929,ebay,2006,ebay.2006.csv,2006-11-13,13.763
1930,ebay,2006,ebay.2006.csv,2006-11-14,13.902000000000001
1931,ebay,2006,ebay.2006.csv,2006-11-15,14.276
1932,ebay,2006,ebay.2006.csv,2006-11-16,14.019
1933,ebay,2006,ebay.2006.csv,2006-11-17,14.2
1934,ebay,2006,ebay.2006.csv,2006-11-20,13.952
1935,ebay,2006,ebay.2006.csv,2006-11-21,14.162
1936,ebay,2006,ebay.2006.csv,2006-11-22,14.255
1937,ebay,2006,ebay.2006.csv,2006-11-24,14.052999999999999
1938,ebay,2006,ebay.2006.csv,2006-11-27,13.527000000000001
