d3mIndex,QuestionFilename,SentenceFilename
5713,2540,17354
28221,2129,14106
10771,82,319
24627,1701,11452
72,2904,20422
14333,475,3226
10980,101,480
18936,1022,6940
10551,60,163
2886,1971,14639
21346,1305,8816
17706,875,5875
8273,2829,19517
24113,1642,11093
17562,861,18271
21505,1326,6405
21489,1326,6407
13159,346,2301
22236,1407,9512
12256,249,321
13409,373,2452
21475,1324,8937
19462,1075,7300
25620,1816,12239
5633,2533,17299
12192,244,1506
19702,1105,7497
25872,1849,12431
17103,809,5443
14735,524,3511
6917,2679,18391
19367,1063,20223
27384,2032,13503
6233,2603,17796
11235,135,728
4725,2431,16452
2023,1113,8446
25694,1825,12320
3832,2329,15712
7199,2714,18619
422,2405,16328
1284,220,1807
13977,434,2934
19335,1062,17347
19629,1094,7443
18959,1023,6949
16594,746,5011
18442,967,6506
2015,1113,8439
21972,1380,14979
6200,2598,17775
3324,2275,15268
24655,1703,11474
11010,104,508
22114,1395,9418
10216,21,17714
18366,958,2131
5307,2496,17007
9109,2919,20223
27542,2050,13600
11212,129,703
3071,2159,15003
23227,1534,10331
20210,1169,7950
23847,1611,10845
3268,2268,15201
11914,205,1243
18115,927,18376
2282,1366,10286
20698,1228,15383
28975,2221,14687
13097,336,2224
7009,2694,18478
21087,1279,8628
8168,2819,19413
26210,1891,5955
23634,1588,10690
9499,2958,20604
15497,624,4070
25193,1771,11889
10198,18,21164
6266,2607,17826
13116,340,2265
24734,1711,1568
9303,2939,20406
9229,2931,20352
998,2927,20649
13202,353,2338
16824,774,16626
143,879,6761
18916,1018,6912
19346,1062,17359
16197,701,4684
23279,1544,10386
10706,75,266
26204,1891,5946
7555,2755,18916
10360,36,21307
3202,2262,15148
11260,137,760
27506,2046,13591
15618,637,4193
4958,2457,16683
18605,983,6664
6247,2604,17816
13119,340,2274
27136,1996,13304
3285,2270,15210
25967,1862,12502
25593,1815,12223
7545,2754,18894
14449,491,3307
17507,854,5740
4243,2376,15650
25341,1786,11991
20003,1144,7775
18724,997,6778
22460,1437,15607
19230,1053,7174
7069,2700,17083
24125,1644,11103
25669,1822,12287
4282,2380,16092
19299,1058,7205
10905,92,422
8531,2861,19750
26743,1950,13049
2700,1750,13107
1260,197,1601
10398,42,21338
23901,1618,10895
23417,1562,10492
13938,432,2900
13957,433,2917
20270,1175,8002
22250,1410,9523
4414,2398,16218
18734,997,6780
24439,1677,5499
27192,2003,13347
27270,2014,4360
3769,2321,15654
5881,2560,17512
6443,2626,17977
27576,2053,13619
16323,715,4783
18750,998,6795
454,2437,16601
8359,2842,19595
4843,2442,16574
5401,2504,17086
4240,2375,16061
28402,2152,14228
11155,122,634
16939,788,5311
283,2203,15057
9242,2933,20356
24368,1669,11265
22635,1459,9845
21379,1309,8832
19008,1029,6995
1734,794,6060
4560,2412,15627
21812,1363,9194
1291,220,1804
6686,2652,18183
1625,661,5080
4131,2365,15988
26665,1943,13002
1374,307,2461
5186,2482,16905
5032,2463,16737
21734,1356,2250
29095,2239,14776
6901,2678,18375
21654,1342,9085
19033,1030,7023
7975,2799,19266
28928,2216,14624
11822,196,1196
16222,704,4697
27739,2075,13754
18107,927,18384
10147,15,21134
15286,594,3901
14031,438,2972
14928,552,3665
1416,363,2896
17011,801,5377
11362,148,832
2489,1519,11454
15013,563,3731
18235,939,6332
9298,2937,20394
19348,1062,17361
3199,2262,15145
22218,1405,9504
16360,719,4807
6115,2587,17702
927,2893,20339
21159,1286,8678
20479,1198,8161
5860,2556,17495
4745,2432,16468
11571,171,1003
25994,1865,12525
3511,2295,15434
3338,2276,15272
0,0,0
19845,1123,7638
1047,2981,21084
21048,1273,8598
8668,2872,19849
1215,143,1170
20074,1153,7833
28911,2214,14618
4130,2365,15980
26388,1915,12813
15878,666,4418
9697,2975,20785
15940,675,4468
18064,922,6192
4345,2388,16147
4430,2398,16215
28486,2162,14296
10072,8,21097
5524,2518,17192
2285,1366,10288
9933,3003,20955
8548,2862,19759
10482,48,78
17501,854,5735
24433,1677,5493
10024,3,21038
1856,935,7200
2748,1839,9317
21324,1304,8798
2439,1475,11157
19651,1098,7462
26391,1917,12815
6398,2620,17937
434,2405,16319
4633,2421,16378
17864,898,6046
14057,444,2991
18770,1001,19988
12728,291,1912
19310,1060,7214
13228,354,15615
12900,313,2049
4620,2419,16366
7775,2776,19091
915,2882,20209
20764,1238,8366
15652,640,4201
28737,2193,14486
15326,600,3931
4903,2450,16636
23391,1558,7703
18791,1005,6832
19557,1087,20241
9472,2954,20571
17398,845,5678
11164,123,642
6498,2630,18018
7054,2699,18523
24759,1715,11555
15918,674,4453
22834,1484,10044
11006,103,505
20274,1176,8011
16843,778,5224
2086,1189,8988
18056,922,6197
10162,16,21152
16196,701,4683
24144,1645,11113
8496,2857,19723
4652,2422,16386
4335,2387,16135
23117,1522,10786
7501,2750,18871
21784,1361,7332
7424,2742,18792
5896,2561,15149
20187,1165,7925
26322,1908,12761
27129,1995,13285
8575,2864,15809
28398,2150,14209
13750,412,2749
20951,1262,8540
23197,1531,10315
16093,690,4579
28903,2214,14611
12956,319,2099
2357,1420,10670
12754,295,1934
12234,247,1534
28826,2201,4251
15973,679,4504
2215,1322,9959
3739,2318,15632
8910,2897,20066
20316,1181,8046
17699,875,5890
9307,2939,20409
7039,2696,18505
24303,1662,11215
24083,1638,11054
17731,877,5926
2686,1728,12980
19328,1062,17365
6122,2589,17706
12549,271,1752
3419,2284,15339
26381,1915,12808
27797,2080,13798
24106,1640,11087
10664,74,16579
9717,2977,20801
417,2405,16320
28046,2112,13987
1191,121,981
14611,509,15618
9850,2994,20890
20339,1183,8056
14572,508,3402
6681,2652,18191
18426,965,6484
8206,2823,19459
2649,1685,12658
8559,2864,15814
22803,1481,10016
903,2860,20023
26197,1889,12681
8583,2865,19783
3527,2296,15445
20960,1262,8538
24523,1688,11368
4291,2381,16106
17538,856,5761
9311,2940,20415
27440,2040,13546
26299,1903,12741
11229,133,718
13163,347,2303
20077,1153,7836
25086,1759,11810
3682,2314,15584
10596,67,194
23561,1582,10627
23647,1591,10700
3084,2180,15019
13295,361,2379
25168,1768,11874
3174,2258,15115
22173,1399,9454
7591,2758,15228
5630,2532,17272
24661,1704,11483
4380,2393,16184
12450,265,1705
9436,2951,20536
21235,1295,8731
20044,1148,7802
18488,972,6566
27962,2102,13901
20708,1229,8295
23571,1582,10615
22476,1438,9692
8078,2811,19338
14228,463,3133
5745,2543,17389
16571,744,4992
9192,2925,20311
8341,2837,19581
25885,1852,12446
20111,1156,7861
21731,1356,2247
6704,2656,18202
5834,2553,17462
12080,230,1386
28589,2176,14357
24995,1748,20274
3066,2159,14999
11805,194,1181
23646,1591,10699
8925,2899,20076
19679,1099,7485
24752,1715,11550
6170,2596,17756
5155,2477,16859
25729,1832,12341
12187,243,1483
67,2904,20427
5373,2503,17075
15190,580,3835
24015,1629,10990
22413,1433,9658
25684,1824,12300
8896,2895,20052
15297,597,3915
8797,2886,19966
22443,1436,9688
5840,2554,17479
5121,2469,16826
9053,2913,20172
24599,1698,11427
4951,2456,16679
23858,1613,10852
5769,2548,17413
22219,1405,9505
6135,2591,17733
3694,2314,15579
28646,2181,14408
25093,1760,11828
22102,1394,9407
21727,1356,2229
5626,2532,17268
10317,31,21250
3103,2204,15039
1509,462,3621
5136,2472,16833
22431,1434,9673
13748,412,2747
17716,875,5885
18447,967,6514
27722,2073,13725
23024,1511,10211
19037,1030,7010
6204,2598,17779
9124,2920,20255
10607,68,217
14126,450,3038
26739,1950,13045
17753,882,5946
28712,2189,574
6592,2640,18099
3389,2281,15322
28415,2154,14239
22426,1434,9682
16881,781,5257
9338,2942,20462
9131,2920,20245
10161,16,21151
19177,1045,7126
29034,2227,14718
26605,1936,16256
18256,941,6341
12997,324,2135
14500,499,3354
18650,986,6697
9675,2974,20777
9385,2947,20501
14720,523,3499
2277,1355,10188
4759,2433,16480
3619,2309,15528
2295,1377,10347
29058,2232,14746
7297,2727,18712
25447,1800,12082
26935,1972,13136
7010,2694,18479
20443,1194,4724
11726,184,1124
2822,1938,14371
27096,1992,13253
14501,499,3355
3998,2348,15845
5955,2568,17566
8445,2853,19668
13310,364,2392
15516,625,4079
6869,2673,18356
13456,379,2499
20228,1171,7962
20836,1245,8416
10997,102,498
12312,252,1568
11269,137,751
19550,1087,20216
8238,2824,19478
5318,2497,17010
28642,2181,14404
20070,1152,7827
7710,2770,19037
13892,427,2850
16598,746,5016
25215,1775,11905
5656,2534,17311
22262,1413,9534
22191,1401,9467
4285,2380,16094
28413,2154,14237
6205,2600,17788
16642,753,5064
2533,1553,11712
362,2361,15963
21987,1381,9330
2145,1244,9394
9363,2944,20483
2859,1960,14545
19382,1064,7228
24749,1714,11547
13374,370,2420
15313,599,3921
25676,1823,15258
11606,173,1037
10261,26,21207
8299,2831,19543
7131,2705,9230
24577,1693,11417
28897,2213,14605
23401,1560,10479
20880,1251,8477
28750,2195,14495
9672,2974,20774
9983,3009,21010
3072,2159,15004
11286,139,765
18922,1019,19146
7030,2696,18498
27716,2072,13723
18146,929,6253
4496,2406,16284
8063,2810,19331
13641,402,2643
8578,2864,15813
10242,23,21198
18026,920,6174
13525,386,2545
6021,2575,17620
6579,2640,18104
25490,1804,12126
18814,1007,6849
26324,1908,12762
20457,1195,8141
6428,2623,17957
16016,682,18261
15838,659,4380
14732,524,3509
12109,234,1420
11789,193,1158
14297,470,3200
68,2904,20428
17454,851,17278
10871,90,394
23750,1602,10791
17071,806,5417
17414,846,5683
26520,1928,20335
28022,2108,13943
22947,1502,922
26239,1896,12704
6825,2667,18311
29141,2245,14823
7688,2767,19019
3453,2287,15390
6672,2651,18178
6778,2662,15384
11879,201,1213
8766,2880,19912
11860,200,16877
3269,2268,15202
11294,140,781
26340,1910,12766
14318,471,3206
24898,1734,11690
18226,937,6326
8792,2885,19952
10149,15,21126
24212,1651,3109
4450,2400,16248
10614,68,202
28592,2176,14360
735,2665,18430
2137,1233,9314
13240,355,2351
9052,2913,20171
5129,2472,16838
3593,2307,15501
27064,1989,13245
27346,2029,13472
8083,2811,19342
18443,967,6507
3393,2281,15326
839,2805,19568
23834,1609,10839
28545,2170,14332
2083,1189,8985
8633,2869,19838
12395,259,1647
14797,533,3573
7702,2769,15709
1873,957,7369
14586,509,15600
4790,2436,16523
14955,556,9624
27566,2053,13622
2955,2038,14907
7111,2703,18543
25955,1861,12480
22825,1483,10027
10768,82,303
26589,1933,12946
25903,1855,12455
18727,997,6786
10632,70,222
6388,2619,16011
4525,2409,16297
25830,1846,12407
20196,1166,7939
19701,1105,7496
1524,495,3854
18475,971,6544
3976,2346,15828
22470,1437,15618
14951,555,3683
8139,2817,19395
21705,1350,9127
7368,2735,18743
22465,1437,15613
1606,606,4633
2575,1597,12024
18951,1023,6955
5714,2540,17355
4999,2462,16726
11373,150,841
19251,1054,7181
14241,464,3144
2576,1608,12089
12168,240,1471
13777,414,2772
19292,1057,19472
24788,1720,11568
3187,2260,15138
355,2349,15870
5545,2522,17210
19108,1038,7071
11770,189,15582
28528,2167,3889
25155,1766,11860
2325,1398,10511
25891,1853,1871
25111,1763,11833
12377,257,1635
13721,409,2716
3158,2258,15108
20500,1202,8168
17789,886,5978
13953,433,2913
28868,2210,14598
18556,977,6603
13663,403,2652
3218,2263,15169
17973,915,6121
16590,746,5008
24361,1669,11280
20882,1251,8478
9887,2996,20918
7970,2799,19261
1502,451,3571
22244,1408,9519
2159,1277,9628
28549,2170,14316
10038,5,21056
13000,324,2140
8389,2845,19626
17826,894,6014
10220,21,17718
10718,76,276
13856,423,2829
18163,929,6261
28311,2139,528
2306,1387,10418
9746,2980,20814
21207,1292,8700
19805,1116,7582
904,2860,20024
27947,2100,7841
22641,1460,9851
20326,1181,8041
26276,1901,18264
26099,1878,17785
24400,1673,15527
24191,1649,11153
509,2471,16890
10137,14,21123
267,2203,15051
9612,2967,16713
2500,1530,11537
13032,326,2173
3302,2273,15231
17389,844,17362
20156,1162,7907
20574,1213,8212
26133,1880,1387
19889,1129,7674
25858,1848,12413
23604,1585,10651
6662,2648,18155
6250,2605,17819
8070,2811,19347
21050,1274,8599
10135,14,21122
11733,185,1127
17279,834,5581
15115,570,3789
23018,1510,10199
18109,927,18386
15118,570,3782
28168,2122,14052
4181,2368,16005
18741,998,6796
8951,2901,20090
17292,834,5586
11998,218,1317
25925,1857,20187
11052,107,537
22973,1505,10148
27089,1992,13258
1167,88,724
17570,861,18261
1058,3002,21270
28313,2139,530
24828,1725,11599
26718,1946,13022
19374,1063,20231
12517,270,17356
25846,1847,8759
7382,2738,18765
18309,952,6389
1487,440,3492
6902,2678,18376
19249,1054,7179
15157,576,3808
9223,2929,20346
719,2665,18423
4776,2434,16511
25946,1861,12485
10745,79,20648
4540,2411,16343
1217,153,1261
14627,512,3417
25239,1778,11933
11128,118,614
5463,2510,17137
174,1211,9145
8856,2891,15740
23532,1578,15506
23840,1609,10832
25258,1779,11949
20957,1262,8546
29020,2224,14712
6923,2680,18405
5772,2548,17416
27887,2091,13857
7808,2779,19123
28224,2130,14109
4331,2386,5347
5640,2533,17304
7922,2795,19217
5080,2467,16792
23674,1592,10717
6245,2604,17814
6037,2578,17635
20413,1190,8108
6153,2594,13974
24334,1666,11251
14938,553,3673
13608,399,2623
6960,2688,18457
6470,2629,18004
11908,205,1237
11060,108,551
18449,967,6516
17943,911,6100
21213,1293,8704
3741,2318,15634
28487,2162,14297
5538,2521,17205
23759,1603,10798
3216,2263,15167
6027,2575,17627
8507,2858,19731
1529,495,3857
442,2416,16403
27238,2009,13384
9102,2919,20242
14049,443,2983
27691,2070,13710
23039,1512,18257
13083,334,2214
22893,1493,10087
27447,2040,13540
5205,2484,16932
2412,1453,10971
19938,1136,7707
21426,1317,8894
26410,1918,2924
17755,882,5951
17368,844,17365
22839,1484,10040
20358,1183,8067
22184,1401,9473
25646,1820,12266
3030,2126,14977
12205,244,1499
26093,1878,17773
10785,82,312
19941,1136,7710
20805,1242,8396
12362,257,1621
12261,249,305
21596,1337,9033
12336,255,1591
16061,688,4557
17884,901,6064
11798,193,1155
10852,87,385
7801,2778,19107
7372,2735,18747
20140,1161,7885
20073,1153,7829
12337,255,1592
272,2203,15072
15779,653,4332
13610,400,2625
18937,1022,6941
5537,2521,17204
493,2459,16784
23658,1591,10702
10796,83,347
1078,2,10
25540,1809,12180
28339,2144,14170
23935,1621,10923
2090,1189,8978
2704,1773,13270
18954,1023,6958
22286,1415,9549
15318,599,3926
7478,2748,18847
17709,875,5878
20257,1175,7992
6966,2689,17089
19952,1139,7723
16231,704,4705
9653,2972,20740
21718,1353,9138
12260,249,304
952,2905,20434
21948,1378,9290
9906,2998,15779
6053,2580,17654
26248,1898,12713
21416,1315,8882
25468,1802,12104
26464,1922,12858
17464,851,17261
2597,1619,12211
4771,2434,16508
17262,831,5570
3458,2289,15392
3480,2290,15409
24532,1690,11398
23567,1582,10633
11658,179,11617
25783,1838,525
20747,1237,8351
11106,115,592
10027,3,21041
16114,692,4602
21762,1359,9167
5859,2556,17494
8754,2880,19915
4781,2435,16512
20176,1165,7923
20994,1268,8573
6445,2626,17979
22341,1423,9600
25450,1801,12084
11287,139,766
19777,1114,7567
28166,2122,14050
8511,2858,19734
12562,272,1760
3190,2260,15141
21513,1326,6414
10187,18,21161
21460,1324,8931
18322,953,6421
3604,2308,15522
24302,1662,11214
15977,679,4497
17695,875,5887
24475,1686,11062
10488,49,92
6134,2590,17732
20632,1217,8242
5661,2535,17313
23922,1620,10906
17298,834,5592
5042,2464,16752
4187,2369,16023
25548,1809,12165
28508,2165,5289
20307,1178,8038
1573,551,4210
11208,129,699
5127,2472,16836
26646,1942,12994
16191,701,4679
7260,2723,18674
6737,2659,18230
25953,1861,12492
18061,922,6189
15950,676,4481
8030,2804,19305
7290,2726,18698
28936,2217,14633
3474,2289,15398
15881,667,4421
928,2893,20340
28293,2136,17455
16436,728,4880
28538,2168,14314
24879,1732,11658
10827,85,362
14590,509,15623
23164,1525,10268
24276,1657,17610
20783,1240,8380
11650,178,1067
5546,2522,17211
772,2741,18996
19712,1106,7508
28431,2155,14245
11486,162,949
16720,761,5138
11249,136,734
6242,2603,17802
7580,2756,18928
19225,1052,7163
27223,2006,13356
905,2860,20025
4836,2441,16551
24050,1634,11026
25433,1797,9067
7321,2729,15691
10946,96,457
12338,255,1593
2194,1310,9856
6654,2647,18150
21236,1295,8719
1435,374,3000
26527,1928,20325
27353,2029,13467
3330,2276,15278
11868,201,1210
1717,772,5912
26007,1865,12530
9294,2937,20401
24643,1702,11471
24248,1655,11174
16828,774,16629
21551,1332,8996
8567,2864,15802
17216,827,5527
16462,730,4899
16894,784,5284
17690,874,5868
26298,1903,12740
26151,1882,12631
22518,1444,9748
7907,2789,19196
1796,880,6763
26748,1951,13054
616,2555,17556
3083,2180,15018
25196,1772,11892
3416,2284,15338
7439,2744,18817
26439,1920,12844
18575,981,6624
10835,86,366
28977,2221,14689
25899,1854,12451
11111,116,603
9986,3009,21013
21646,1342,9093
11280,139,773
23939,1622,10927
8776,2883,19940
11398,152,858
1754,826,6318
18223,937,6324
13352,369,19796
11644,177,1061
22916,1496,10112
20353,1183,8062
2374,1420,10675
7414,2742,18790
19831,1120,7619
3788,2323,15675
6355,2617,17915
4073,2357,15908
25817,1844,12396
23161,1525,10265
4124,2364,15977
16802,773,5213
21986,1381,9329
6401,2622,17940
1581,551,4217
22611,1457,9828
6356,2617,17908
6494,2630,18037
10316,31,21249
11333,146,812
21274,1300,8763
2093,1189,8980
1847,913,7039
27906,2096,13864
22840,1485,10049
28059,2113,8875
14220,461,3126
28937,2217,14634
23064,1515,19207
5879,2559,17510
3,0,3
12795,299,1962
1480,428,3391
3153,2257,15104
18563,978,6613
13442,377,2491
28522,2166,14311
21875,1369,9242
9849,2994,20901
10611,68,200
9988,3009,21014
15777,653,4330
22799,1480,10013
20098,1155,7857
3873,2334,18165
2961,2038,14913
20777,1239,8377
18564,978,6614
16091,690,4577
5002,2462,16728
20416,1192,8117
7844,2782,19148
26905,1970,6718
22654,1461,9884
9341,2942,20465
21581,1336,9020
26514,1926,12906
11193,126,681
20730,1234,8311
45,2576,17714
24040,1633,11010
10498,50,99
22054,1390,9381
2976,2071,14923
23577,1582,10621
20032,1145,7786
28047,2112,13988
22037,1388,9367
11409,155,880
136,771,5899
108,550,4208
20885,1252,8480
17029,803,5392
3565,2302,15473
21216,1293,8707
1171,98,801
23381,1557,10465
17349,841,5650
25361,1789,12015
25816,1843,12395
28970,2221,14682
4733,2432,16471
12932,315,2072
7639,2764,18975
16911,786,5293
9410,2948,20516
12842,304,2003
11910,205,1239
25319,1783,11983
3138,2256,15092
6769,2661,18265
3399,2281,15318
22989,1507,10155
3841,2330,15721
15065,568,3774
13002,324,2142
5151,2476,16855
17545,859,5765
5953,2567,16418
15151,575,5087
1136,66,569
8810,2886,19962
26459,1921,12854
9125,2920,20256
12719,290,1894
2502,1530,11539
25274,1780,11964
22165,1399,9446
28625,2179,14388
24985,1746,11747
6141,2592,17739
868,2838,19812
14012,437,18
21186,1289,5237
8043,2808,19315
3991,2347,15844
4478,2404,16270
2410,1453,10969
8375,2843,19601
2443,1475,11160
17260,830,5568
4216,2373,16041
4098,2362,15923
18125,928,6249
6776,2662,15380
28576,2173,14339
8558,2864,15810
23721,1599,2494
20612,1216,8230
21253,1298,8752
18335,953,6408
17002,799,5369
2141,1244,9390
4658,2423,16398
17759,882,5955
23261,1539,10373
11207,129,698
11717,183,1110
5654,2534,17310
10729,79,20640
10937,94,455
8222,2824,19485
26758,1953,13064
24560,1692,5287
20496,1201,8165
8274,2829,19518
28740,2193,14487
25493,1804,12129
23760,1604,10799
25560,1809,12177
6600,2641,17898
22628,1458,9834
17427,848,5692
24686,1705,11503
23929,1620,10913
191,1431,10766
18313,952,6393
17115,810,5459
16595,746,5013
21433,1317,8888
13653,403,2658
25206,1774,3236
5873,2559,17506
4386,2396,16188
22682,1465,9897
14960,556,9629
28137,2121,14042
4178,2368,16012
27312,2023,13442
19461,1074,7292
14386,482,3271
10254,26,21214
7122,2704,18562
19710,1106,7506
8126,2814,19378
24737,1712,11528
26696,1945,6404
29109,2240,14790
18369,960,6438
22809,1483,10021
7769,2775,19083
28742,2193,14489
20748,1237,8352
19770,1112,7562
10911,93,447
10961,99,470
8676,2874,19861
13816,419,2796
11513,167,972
28621,2179,14397
11549,170,16560
11101,115,588
9642,2971,20729
22939,1501,10131
11680,181,1079
13749,412,2748
20645,1220,8258
455,2437,16602
26000,1865,12535
3321,2275,15266
15165,577,3813
26129,1880,1396
26036,1868,12564
18047,921,6187
10010,3011,21026
23953,1622,10932
366,2361,15966
3870,2334,18162
8873,2892,20018
23803,1606,4734
27326,2026,13450
5831,2553,17459
14637,512,3418
26835,1962,2676
7833,2780,19131
20106,1155,7851
6750,2660,18236
6078,2583,17673
28505,2165,5286
21001,1268,8579
20713,1229,8298
16672,755,20743
5777,2548,17419
18996,1028,6979
25740,1833,12349
18763,999,6805
13891,427,2862
12909,314,2063
10379,39,21322
13784,416,2776
12486,268,15623
13065,333,2207
19145,1042,7104
25189,1770,1966
14370,480,3256
15541,629,4106
8938,2901,20096
2771,1883,13972
24520,1688,11364
14209,460,2167
23568,1582,10614
22371,1427,9633
1131,66,564
10938,94,456
5605,2532,17274
25420,1794,12070
25489,1804,12125
4650,2422,16395
25949,1861,12488
15338,602,3940
21971,1380,14978
669,2621,18074
19740,1109,7538
25322,1785,11986
23080,1517,17936
29013,2224,14708
5996,2572,17600
26608,1937,12954
3692,2314,15577
2848,1960,14551
5572,2526,17233
8437,2853,19677
22407,1433,9664
23219,1534,10333
26123,1880,1391
23801,1606,4732
9974,3007,20980
2446,1486,11224
10321,31,21253
16702,758,5124
1658,683,5262
9866,2995,20907
1377,307,2464
13112,338,2261
15098,569,17353
26395,1917,12822
14324,472,3220
27339,2029,13462
22353,1425,18512
18853,1012,2191
16483,733,4930
23454,1568,4430
17323,837,5610
15324,600,3929
9384,2947,20500
24438,1677,5498
10174,17,21153
289,2203,15064
27702,2070,13704
25873,1849,12432
27631,2062,13663
10439,44,44
8691,2875,19866
24033,1633,11016
7983,2799,19258
11570,171,1002
2338,1398,10503
22433,1434,9674
28416,2154,14240
14602,509,15608
27676,2067,15382
1868,946,7270
11266,137,748
9656,2972,20733
4238,2375,16060
21904,1374,9262
8937,2901,20095
9156,2921,20265
22975,1505,10138
8230,2824,19469
6511,2630,18030
28281,2136,17469
11992,218,1322
21442,1319,8917
27481,2044,12062
2163,1277,9622
3918,2341,15776
11986,217,1313
21537,1329,8971
20441,1194,4722
12267,249,311
22317,1421,9579
23478,1572,10557
3643,2312,15548
19955,1139,7725
2569,1597,12020
20737,1234,8317
10393,40,21334
9161,2923,20287
28208,2127,14088
10204,19,21173
7909,2790,19206
15175,578,3823
14621,511,3412
15180,579,3827
13388,370,2431
5960,2569,17571
28136,2121,14041
10218,21,17716
22322,1421,9583
16459,730,4896
12248,248,1539
6924,2680,18406
14812,534,3586
13691,407,2676
11656,178,1064
4750,2433,16489
2404,1443,10870
20646,1220,8259
10299,30,21242
24792,1720,11571
1309,253,2050
3915,2340,15771
27400,2033,13515
3877,2335,15736
14663,515,3440
16235,706,4709
21692,1348,9117
11456,159,916
22771,1476,9996
26017,1867,12543
24479,1686,11066
22725,1469,9931
6478,2629,18013
2588,1608,12093
9060,2914,20178
23678,1592,10721
11405,154,870
12513,269,1739
4647,2422,16393
2213,1322,9975
10748,79,20651
15689,643,4238
27945,2100,7839
22901,1495,10093
12862,308,2013
579,2524,17286
27783,2077,13781
27239,2009,13385
25471,1802,12106
21617,1340,9054
5711,2540,17352
2164,1277,9623
2548,1575,11853
27248,2011,13393
13616,400,2632
1145,77,659
1028,2970,20995
5734,2542,17379
12916,314,2059
14879,546,3633
9549,2963,20666
23822,1607,9762
8220,2824,19483
17090,809,5439
8982,2906,20126
8283,2830,19527
12667,286,1857
10236,23,21194
11471,161,937
21579,1336,9018
12621,281,1816
19435,1072,7279
15531,626,4098
2971,2060,14920
16380,722,4841
23958,1622,10937
7401,2740,18779
1623,649,4976
21347,1305,8817
22365,1426,9618
11793,193,1161
14470,494,3326
22464,1437,15612
3547,2300,15467
27730,2075,13733
1113,35,245
22063,1392,9397
11262,137,745
29065,2234,14752
18279,945,6364
260,2093,14944
7953,2796,19243
10808,83,334
27800,2080,13800
13667,403,2654
22990,1507,10156
24611,1699,11430
11767,189,15579
28761,2195,14497
985,2927,20654
15544,630,4119
4123,2364,15976
9162,2923,20288
19214,1050,7145
16145,696,4630
12485,268,15622
7910,2790,19207
24454,1680,11332
21769,1359,9172
20343,1183,8071
4219,2373,16043
2628,1674,12588
26202,1890,12685
2926,2016,14875
21706,1351,9128
4363,2391,16171
20779,1239,8379
24902,1734,11670
17387,844,17360
18634,983,6682
14571,508,3401
13935,432,2905
2460,1497,11309
17445,850,4071
7785,2777,19094
25901,1854,12453
10065,7,21069
21166,1289,5224
26285,1902,12730
28650,2181,14413
16521,739,4961
10004,3010,21021
14102,448,3019
25809,1841,12389
27291,2019,13418
17466,851,17264
2452,1486,11230
496,2459,16773
4606,2418,15249
6775,2662,15379
5247,2490,16960
14948,555,3681
15693,644,4248
16789,769,5198
400,2383,16161
17589,862,5781
22179,1399,9460
1691,738,5638
2408,1453,10968
28921,2216,14629
7790,2777,19101
25126,1763,11838
16129,693,4607
8035,2806,19308
14655,514,16299
20579,1213,8219
21177,1289,5227
17274,833,5577
25451,1801,12085
8571,2864,15805
20592,1214,1240
4998,2462,16725
2385,1432,10789
506,2471,16887
27407,2035,13520
23256,1538,10369
27092,1992,13261
21647,1342,9094
9783,2986,20842
19560,1087,20218
8080,2811,19340
6647,2646,18139
25840,1847,8753
15331,601,3935
16387,724,4847
5567,2526,17228
22120,1395,9427
11501,166,956
7281,2725,18684
25445,1800,12080
25985,1864,12518
12222,246,1517
10956,97,467
2821,1938,14370
11353,147,825
863,2827,19697
16218,703,4695
20981,1265,8566
15750,651,4304
4122,2364,15975
11577,171,1021
21420,1316,8885
12343,256,1615
25427,1797,9061
1653,672,5176
5492,2514,17167
8701,2875,19876
15613,637,4180
24543,1690,11400
11264,137,746
8549,2862,19760
7353,2734,18737
561,2502,17152
14521,502,3373
29145,2245,14819
21134,1284,8660
4455,2400,16238
4519,2409,16300
26540,1929,12911
15772,652,4320
17382,844,17354
20227,1171,7961
12159,239,1455
14783,529,3552
5346,2500,17045
26912,1970,6726
10413,43,21
17386,844,17359
8122,2814,19375
19681,1103,7486
14053,443,2987
255,1982,14801
7743,2774,19059
7214,2716,18638
24316,1663,11218
21317,1304,8792
19345,1062,17358
25024,1751,11769
28971,2221,14683
21357,1307,8848
11203,128,694
5085,2467,16795
26274,1901,18262
3626,2309,15525
26600,1935,12953
27712,2072,13720
1515,473,3700
5063,2467,16785
17829,894,6017
13045,331,2181
13041,328,2178
6022,2575,17622
3803,2325,15682
10314,31,21247
22083,1393,5009
2831,1938,14367
28006,2106,12285
10155,16,21146
17435,849,5702
15922,675,4460
26294,1903,12738
312,2283,15344
29093,2239,14774
25862,1849,12429
52,2686,18576
6117,2587,17703
12062,228,1379
4198,2369,16020
3353,2278,15295
15456,619,4034
26178,1887,12652
9576,2964,20676
12885,310,2029
10429,44,52
10079,8,21103
7618,2761,18959
21029,1272,1020
27434,2039,5498
18083,926,6222
11716,183,1109
16421,726,4869
5741,2542,17385
27296,2020,13423
26782,1956,13072
19828,1120,7627
20302,1178,8036
23127,1522,10781
4268,2379,16090
7107,2703,18552
7921,2795,19216
20295,1177,8023
19625,1093,7437
13350,369,19794
14640,512,3421
13716,409,2723
19326,1062,17356
7851,2784,19154
28624,2179,14387
13497,385,9702
22298,1418,9563
3427,2285,15365
24975,1746,11750
23474,1571,10553
